Number of entries, Number of user table parameters                              
8915 6
Detector Delta      L2 Code   2theta dcode eff_fac effc      res dtime      phi 
101013  -1.00   2.3716  900    8.578  2.0  1.25000  1.0  0.00200  3.00   30.000
101014  -1.00   2.3648  900    8.936  2.0  1.25000  1.0  0.00200  3.00   30.000
101015  -1.00   2.3716  900    8.817  2.0  1.25000  1.0  0.00200  3.00   30.000
101016  -1.00   2.3649  900    9.176  2.0  1.25000  1.0  0.00200  3.00   30.000
101017  -1.00   2.3716  900    9.056  2.0  1.25000  1.0  0.00200  3.00   30.000
101207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101209  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101210  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101211  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101212  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101018  -1.00   2.3649  900    9.415  2.0  1.25000  1.0  0.00200  3.00   30.000
101019  -1.00   2.3716  900    9.295  2.0  1.25000  1.0  0.00200  3.00   30.000
101020  -1.00   2.3650  900    9.655  2.0  1.25000  1.0  0.00200  3.00   30.000
101021  -1.00   2.3717  900    9.533  2.0  1.25000  1.0  0.00200  3.00   30.000
101022  -1.00   2.3652  900    9.894  2.0  1.25000  1.0  0.00200  3.00   30.000
101023  -1.00   2.3718  900    9.773  2.0  1.25000  1.0  0.00200  3.00   30.000
101024  -1.00   2.3654  900   10.134  2.0  1.25000  1.0  0.00200  3.00   30.000
101213  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101214  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101215  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101216  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101217  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101218  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101025  -1.00   2.3720  900   10.012  2.0  1.25000  1.0  0.00200  3.00   30.000
101026  -1.00   2.3656  900   10.375  2.0  1.25000  1.0  0.00200  3.00   30.000
101027  -1.00   2.3722  900   10.251  2.0  1.25000  1.0  0.00200  3.00   30.000
101028  -1.00   2.3658  900   10.614  2.0  1.25000  1.0  0.00200  3.00   30.000
101029  -1.00   2.3725  900   10.489  2.0  1.25000  1.0  0.00200  3.00   30.000
101030  -1.00   2.3662  900   10.854  2.0  1.25000  1.0  0.00200  3.00   30.000
101219  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101220  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101221  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101222  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101223  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101224  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101031  -1.00   2.3728  900   10.729  2.0  1.25000  1.0  0.00200  3.00   30.000
101032  -1.00   2.3665  900   11.093  2.0  1.25000  1.0  0.00200  3.00   30.000
101033  -1.00   2.3731  900   10.967  2.0  1.25000  1.0  0.00200  3.00   30.000
101034  -1.00   2.3669  900   11.332  2.0  1.25000  1.0  0.00200  3.00   30.000
101035  -1.00   2.3735  900   11.206  2.0  1.25000  1.0  0.00200  3.00   30.000
101225  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101226  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101227  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101228  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101229  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101230  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101036  -1.00   2.3674  900   11.571  2.0  1.25000  1.0  0.00200  3.00   30.000
101037  -1.00   2.3739  900   11.444  2.0  1.25000  1.0  0.00200  3.00   30.000
101038  -1.00   2.3678  900   11.810  2.0  1.25000  1.0  0.00200  3.00   30.000
101039  -1.00   2.3743  900   11.682  2.0  1.25000  1.0  0.00200  3.00   30.000
101231  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101232  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101233  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101234  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101235  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101236  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101040  -1.00   2.3684  900   12.049  2.0  1.25000  1.0  0.00200  3.00   30.000
101041  -1.00   2.3748  900   11.920  2.0  1.25000  1.0  0.00200  3.00   30.000
101042  -1.00   2.3689  900   12.288  2.0  1.25000  1.0  0.00200  3.00   30.000
101237  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101238  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101239  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101240  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101241  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101242  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101043  -1.00   2.3754  900   12.159  2.0  1.25000  1.0  0.00200  3.00   30.000
101044  -1.00   2.3695  900   12.526  2.0  1.25000  1.0  0.00200  3.00   30.000
101243  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101244  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101245  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101246  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101247  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101248  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101045  -1.00   2.3760  900   12.396  2.0  1.25000  1.0  0.00200  3.00   30.000
101249  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101250  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101251  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101252  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101253  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101254  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101255  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101256  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101257  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101258  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101259  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101260  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101261  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101262  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101263  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101264  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101265  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101266  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101267  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101268  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101269  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101270  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101271  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101272  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101273  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101274  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101275  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101276  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101277  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101278  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101279  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101280  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101281  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101282  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102001  -1.00   2.3690  900    5.446  2.0  1.25000  1.0  0.00200  3.00    0.000
102002  -1.00   2.3761  900    5.340  2.0  1.25000  1.0  0.00200  3.00    0.000
102003  -1.00   2.3684  900    5.680  2.0  1.25000  1.0  0.00200  3.00    0.000
102004  -1.00   2.3755  900    5.572  2.0  1.25000  1.0  0.00200  3.00    0.000
102005  -1.00   2.3679  900    5.912  2.0  1.25000  1.0  0.00200  3.00    0.000
102006  -1.00   2.3749  900    5.805  2.0  1.25000  1.0  0.00200  3.00    0.000
102007  -1.00   2.3674  900    6.146  2.0  1.25000  1.0  0.00200  3.00    0.000
102008  -1.00   2.3744  900    6.038  2.0  1.25000  1.0  0.00200  3.00    0.000
102009  -1.00   2.3670  900    6.379  2.0  1.25000  1.0  0.00200  3.00    0.000
102010  -1.00   2.3740  900    6.269  2.0  1.25000  1.0  0.00200  3.00    0.000
102011  -1.00   2.3666  900    6.613  2.0  1.25000  1.0  0.00200  3.00    0.000
102201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102012  -1.00   2.3735  900    6.502  2.0  1.25000  1.0  0.00200  3.00    0.000
102013  -1.00   2.3662  900    6.845  2.0  1.25000  1.0  0.00200  3.00    0.000
102014  -1.00   2.3731  900    6.735  2.0  1.25000  1.0  0.00200  3.00    0.000
102015  -1.00   2.3659  900    7.079  2.0  1.25000  1.0  0.00200  3.00    0.000
102016  -1.00   2.3728  900    6.967  2.0  1.25000  1.0  0.00200  3.00    0.000
102017  -1.00   2.3656  900    7.313  2.0  1.25000  1.0  0.00200  3.00    0.000
102018  -1.00   2.3725  900    7.200  2.0  1.25000  1.0  0.00200  3.00    0.000
102019  -1.00   2.3654  900    7.546  2.0  1.25000  1.0  0.00200  3.00    0.000
102020  -1.00   2.3723  900    7.433  2.0  1.25000  1.0  0.00200  3.00    0.000
102021  -1.00   2.3652  900    7.780  2.0  1.25000  1.0  0.00200  3.00    0.000
102205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102022  -1.00   2.3720  900    7.666  2.0  1.25000  1.0  0.00200  3.00    0.000
102023  -1.00   2.3650  900    8.014  2.0  1.25000  1.0  0.00200  3.00    0.000
102024  -1.00   2.3719  900    7.898  2.0  1.25000  1.0  0.00200  3.00    0.000
102025  -1.00   2.3649  900    8.248  2.0  1.25000  1.0  0.00200  3.00    0.000
102026  -1.00   2.3717  900    8.132  2.0  1.25000  1.0  0.00200  3.00    0.000
102027  -1.00   2.3649  900    8.480  2.0  1.25000  1.0  0.00200  3.00    0.000
102028  -1.00   2.3716  900    8.365  2.0  1.25000  1.0  0.00200  3.00    0.000
102029  -1.00   2.3648  900    8.714  2.0  1.25000  1.0  0.00200  3.00    0.000
102030  -1.00   2.3716  900    8.598  2.0  1.25000  1.0  0.00200  3.00    0.000
102209  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102210  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102211  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102212  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102031  -1.00   2.3649  900    8.948  2.0  1.25000  1.0  0.00200  3.00    0.000
102032  -1.00   2.3716  900    8.831  2.0  1.25000  1.0  0.00200  3.00    0.000
102033  -1.00   2.3649  900    9.181  2.0  1.25000  1.0  0.00200  3.00    0.000
102034  -1.00   2.3716  900    9.064  2.0  1.25000  1.0  0.00200  3.00    0.000
102035  -1.00   2.3650  900    9.415  2.0  1.25000  1.0  0.00200  3.00    0.000
102036  -1.00   2.3717  900    9.297  2.0  1.25000  1.0  0.00200  3.00    0.000
102037  -1.00   2.3652  900    9.649  2.0  1.25000  1.0  0.00200  3.00    0.000
102038  -1.00   2.3718  900    9.530  2.0  1.25000  1.0  0.00200  3.00    0.000
102213  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102214  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102215  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102216  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102039  -1.00   2.3654  900    9.882  2.0  1.25000  1.0  0.00200  3.00    0.000
102040  -1.00   2.3720  900    9.763  2.0  1.25000  1.0  0.00200  3.00    0.000
102041  -1.00   2.3656  900   10.116  2.0  1.25000  1.0  0.00200  3.00    0.000
102042  -1.00   2.3722  900    9.995  2.0  1.25000  1.0  0.00200  3.00    0.000
102043  -1.00   2.3658  900   10.350  2.0  1.25000  1.0  0.00200  3.00    0.000
102044  -1.00   2.3725  900   10.228  2.0  1.25000  1.0  0.00200  3.00    0.000
102045  -1.00   2.3662  900   10.583  2.0  1.25000  1.0  0.00200  3.00    0.000
102217  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102218  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102219  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102220  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102046  -1.00   2.3728  900   10.461  2.0  1.25000  1.0  0.00200  3.00    0.000
102047  -1.00   2.3665  900   10.817  2.0  1.25000  1.0  0.00200  3.00    0.000
102048  -1.00   2.3731  900   10.694  2.0  1.25000  1.0  0.00200  3.00    0.000
102049  -1.00   2.3669  900   11.050  2.0  1.25000  1.0  0.00200  3.00    0.000
102050  -1.00   2.3735  900   10.927  2.0  1.25000  1.0  0.00200  3.00    0.000
102051  -1.00   2.3674  900   11.283  2.0  1.25000  1.0  0.00200  3.00    0.000
102221  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102222  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102223  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102224  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102052  -1.00   2.3739  900   11.159  2.0  1.25000  1.0  0.00200  3.00    0.000
102053  -1.00   2.3678  900   11.515  2.0  1.25000  1.0  0.00200  3.00    0.000
102054  -1.00   2.3743  900   11.391  2.0  1.25000  1.0  0.00200  3.00    0.000
102055  -1.00   2.3684  900   11.749  2.0  1.25000  1.0  0.00200  3.00    0.000
102056  -1.00   2.3748  900   11.624  2.0  1.25000  1.0  0.00200  3.00    0.000
102225  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102226  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102227  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102228  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102057  -1.00   2.3689  900   11.981  2.0  1.25000  1.0  0.00200  3.00    0.000
102058  -1.00   2.3754  900   11.856  2.0  1.25000  1.0  0.00200  3.00    0.000
102059  -1.00   2.3695  900   12.214  2.0  1.25000  1.0  0.00200  3.00    0.000
102060  -1.00   2.3760  900   12.088  2.0  1.25000  1.0  0.00200  3.00    0.000
102229  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102230  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102231  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102232  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102233  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102234  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102235  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102236  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102237  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102238  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102239  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102240  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102241  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102242  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102243  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102244  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102245  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102246  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102247  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102248  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102249  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102250  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102251  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102252  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102253  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102254  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102255  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102256  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102257  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102258  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102259  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102260  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102261  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102262  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102263  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102264  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102265  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102266  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102267  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103001  -1.00   2.3690  900    5.434  2.0  1.25000  1.0  0.00200  3.00  -30.000
103002  -1.00   2.3761  900    5.328  2.0  1.25000  1.0  0.00200  3.00  -30.000
103003  -1.00   2.3684  900    5.667  2.0  1.25000  1.0  0.00200  3.00  -30.000
103004  -1.00   2.3755  900    5.559  2.0  1.25000  1.0  0.00200  3.00  -30.000
103005  -1.00   2.3679  900    5.899  2.0  1.25000  1.0  0.00200  3.00  -30.000
103006  -1.00   2.3749  900    5.791  2.0  1.25000  1.0  0.00200  3.00  -30.000
103007  -1.00   2.3674  900    6.132  2.0  1.25000  1.0  0.00200  3.00  -30.000
103008  -1.00   2.3744  900    6.024  2.0  1.25000  1.0  0.00200  3.00  -30.000
103009  -1.00   2.3670  900    6.364  2.0  1.25000  1.0  0.00200  3.00  -30.000
103010  -1.00   2.3740  900    6.255  2.0  1.25000  1.0  0.00200  3.00  -30.000
103011  -1.00   2.3666  900    6.598  2.0  1.25000  1.0  0.00200  3.00  -30.000
103201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103012  -1.00   2.3735  900    6.486  2.0  1.25000  1.0  0.00200  3.00  -30.000
103013  -1.00   2.3662  900    6.829  2.0  1.25000  1.0  0.00200  3.00  -30.000
103014  -1.00   2.3731  900    6.718  2.0  1.25000  1.0  0.00200  3.00  -30.000
103015  -1.00   2.3659  900    7.062  2.0  1.25000  1.0  0.00200  3.00  -30.000
103016  -1.00   2.3728  900    6.951  2.0  1.25000  1.0  0.00200  3.00  -30.000
103017  -1.00   2.3656  900    7.295  2.0  1.25000  1.0  0.00200  3.00  -30.000
103018  -1.00   2.3725  900    7.184  2.0  1.25000  1.0  0.00200  3.00  -30.000
103019  -1.00   2.3654  900    7.529  2.0  1.25000  1.0  0.00200  3.00  -30.000
103020  -1.00   2.3723  900    7.416  2.0  1.25000  1.0  0.00200  3.00  -30.000
103021  -1.00   2.3652  900    7.762  2.0  1.25000  1.0  0.00200  3.00  -30.000
103205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103022  -1.00   2.3720  900    7.648  2.0  1.25000  1.0  0.00200  3.00  -30.000
103023  -1.00   2.3650  900    7.995  2.0  1.25000  1.0  0.00200  3.00  -30.000
103024  -1.00   2.3719  900    7.880  2.0  1.25000  1.0  0.00200  3.00  -30.000
103025  -1.00   2.3649  900    8.227  2.0  1.25000  1.0  0.00200  3.00  -30.000
103026  -1.00   2.3717  900    8.114  2.0  1.25000  1.0  0.00200  3.00  -30.000
103027  -1.00   2.3649  900    8.461  2.0  1.25000  1.0  0.00200  3.00  -30.000
103028  -1.00   2.3716  900    8.345  2.0  1.25000  1.0  0.00200  3.00  -30.000
