Number of entries, Number of user table parameters                              
7891 6
Detector Delta      L2 Code   2theta dcode eff_fac effc      res dtime      phi 
101011  -1.00   2.3717  900    8.218  2.0  1.25000  1.0  0.00200  3.00   30.000
101012  -1.00   2.3649  900    8.570  2.0  1.25000  1.0  0.00200  3.00   30.000
101013  -1.00   2.3716  900    8.453  2.0  1.25000  1.0  0.00200  3.00   30.000
101014  -1.00   2.3648  900    8.806  2.0  1.25000  1.0  0.00200  3.00   30.000
101015  -1.00   2.3716  900    8.688  2.0  1.25000  1.0  0.00200  3.00   30.000
101016  -1.00   2.3649  900    9.042  2.0  1.25000  1.0  0.00200  3.00   30.000
101017  -1.00   2.3716  900    8.924  2.0  1.25000  1.0  0.00200  3.00   30.000
101207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101209  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101210  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101211  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101212  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101018  -1.00   2.3649  900    9.278  2.0  1.25000  1.0  0.00200  3.00   30.000
101019  -1.00   2.3716  900    9.159  2.0  1.25000  1.0  0.00200  3.00   30.000
101020  -1.00   2.3650  900    9.514  2.0  1.25000  1.0  0.00200  3.00   30.000
101021  -1.00   2.3717  900    9.394  2.0  1.25000  1.0  0.00200  3.00   30.000
101022  -1.00   2.3652  900    9.750  2.0  1.25000  1.0  0.00200  3.00   30.000
101023  -1.00   2.3718  900    9.630  2.0  1.25000  1.0  0.00200  3.00   30.000
101024  -1.00   2.3654  900    9.986  2.0  1.25000  1.0  0.00200  3.00   30.000
101213  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101214  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101215  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101216  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101217  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101218  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101025  -1.00   2.3720  900    9.866  2.0  1.25000  1.0  0.00200  3.00   30.000
101026  -1.00   2.3656  900   10.223  2.0  1.25000  1.0  0.00200  3.00   30.000
101027  -1.00   2.3722  900   10.101  2.0  1.25000  1.0  0.00200  3.00   30.000
101028  -1.00   2.3658  900   10.459  2.0  1.25000  1.0  0.00200  3.00   30.000
101029  -1.00   2.3725  900   10.336  2.0  1.25000  1.0  0.00200  3.00   30.000
101030  -1.00   2.3662  900   10.695  2.0  1.25000  1.0  0.00200  3.00   30.000
101219  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101220  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101221  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101222  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101223  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101224  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101031  -1.00   2.3728  900   10.572  2.0  1.25000  1.0  0.00200  3.00   30.000
101032  -1.00   2.3665  900   10.931  2.0  1.25000  1.0  0.00200  3.00   30.000
101033  -1.00   2.3731  900   10.807  2.0  1.25000  1.0  0.00200  3.00   30.000
101034  -1.00   2.3669  900   11.166  2.0  1.25000  1.0  0.00200  3.00   30.000
101035  -1.00   2.3735  900   11.042  2.0  1.25000  1.0  0.00200  3.00   30.000
101225  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101226  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101227  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101228  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101229  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101230  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101036  -1.00   2.3674  900   11.402  2.0  1.25000  1.0  0.00200  3.00   30.000
101037  -1.00   2.3739  900   11.277  2.0  1.25000  1.0  0.00200  3.00   30.000
101038  -1.00   2.3678  900   11.637  2.0  1.25000  1.0  0.00200  3.00   30.000
101039  -1.00   2.3743  900   11.511  2.0  1.25000  1.0  0.00200  3.00   30.000
101231  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101232  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101233  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101234  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101235  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101236  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101040  -1.00   2.3684  900   11.873  2.0  1.25000  1.0  0.00200  3.00   30.000
101041  -1.00   2.3748  900   11.746  2.0  1.25000  1.0  0.00200  3.00   30.000
101042  -1.00   2.3689  900   12.108  2.0  1.25000  1.0  0.00200  3.00   30.000
101237  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101238  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101239  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101240  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101241  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101242  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101043  -1.00   2.3754  900   11.981  2.0  1.25000  1.0  0.00200  3.00   30.000
101044  -1.00   2.3695  900   12.343  2.0  1.25000  1.0  0.00200  3.00   30.000
101243  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101244  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101245  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101246  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101247  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101248  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101045  -1.00   2.3760  900   12.215  2.0  1.25000  1.0  0.00200  3.00   30.000
101249  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101250  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101251  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101252  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101253  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101254  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101255  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101256  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101257  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101258  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101259  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101260  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101261  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101262  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101263  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101264  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101265  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101266  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101267  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101268  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101269  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101270  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101271  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101272  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101273  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101274  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101275  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101276  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101277  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101278  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101279  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101280  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101281  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
101282  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102001  -1.00   2.3690  900    5.425  2.0  1.25000  1.0  0.00200  3.00    0.000
102002  -1.00   2.3761  900    5.319  2.0  1.25000  1.0  0.00200  3.00    0.000
102003  -1.00   2.3684  900    5.658  2.0  1.25000  1.0  0.00200  3.00    0.000
102004  -1.00   2.3755  900    5.550  2.0  1.25000  1.0  0.00200  3.00    0.000
102005  -1.00   2.3679  900    5.889  2.0  1.25000  1.0  0.00200  3.00    0.000
102006  -1.00   2.3749  900    5.782  2.0  1.25000  1.0  0.00200  3.00    0.000
102007  -1.00   2.3674  900    6.122  2.0  1.25000  1.0  0.00200  3.00    0.000
102008  -1.00   2.3744  900    6.014  2.0  1.25000  1.0  0.00200  3.00    0.000
102009  -1.00   2.3670  900    6.354  2.0  1.25000  1.0  0.00200  3.00    0.000
102010  -1.00   2.3740  900    6.244  2.0  1.25000  1.0  0.00200  3.00    0.000
102011  -1.00   2.3666  900    6.587  2.0  1.25000  1.0  0.00200  3.00    0.000
102201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102012  -1.00   2.3735  900    6.476  2.0  1.25000  1.0  0.00200  3.00    0.000
102013  -1.00   2.3662  900    6.818  2.0  1.25000  1.0  0.00200  3.00    0.000
102014  -1.00   2.3731  900    6.708  2.0  1.25000  1.0  0.00200  3.00    0.000
102015  -1.00   2.3659  900    7.051  2.0  1.25000  1.0  0.00200  3.00    0.000
102016  -1.00   2.3728  900    6.940  2.0  1.25000  1.0  0.00200  3.00    0.000
102017  -1.00   2.3656  900    7.284  2.0  1.25000  1.0  0.00200  3.00    0.000
102018  -1.00   2.3725  900    7.172  2.0  1.25000  1.0  0.00200  3.00    0.000
102019  -1.00   2.3654  900    7.516  2.0  1.25000  1.0  0.00200  3.00    0.000
102020  -1.00   2.3723  900    7.404  2.0  1.25000  1.0  0.00200  3.00    0.000
102021  -1.00   2.3652  900    7.749  2.0  1.25000  1.0  0.00200  3.00    0.000
102205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102022  -1.00   2.3720  900    7.636  2.0  1.25000  1.0  0.00200  3.00    0.000
102023  -1.00   2.3650  900    7.982  2.0  1.25000  1.0  0.00200  3.00    0.000
102024  -1.00   2.3719  900    7.867  2.0  1.25000  1.0  0.00200  3.00    0.000
102025  -1.00   2.3649  900    8.215  2.0  1.25000  1.0  0.00200  3.00    0.000
102026  -1.00   2.3717  900    8.100  2.0  1.25000  1.0  0.00200  3.00    0.000
102027  -1.00   2.3649  900    8.447  2.0  1.25000  1.0  0.00200  3.00    0.000
102028  -1.00   2.3716  900    8.332  2.0  1.25000  1.0  0.00200  3.00    0.000
102029  -1.00   2.3648  900    8.680  2.0  1.25000  1.0  0.00200  3.00    0.000
102030  -1.00   2.3716  900    8.564  2.0  1.25000  1.0  0.00200  3.00    0.000
102209  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102210  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102211  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102212  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102031  -1.00   2.3649  900    8.913  2.0  1.25000  1.0  0.00200  3.00    0.000
102032  -1.00   2.3716  900    8.796  2.0  1.25000  1.0  0.00200  3.00    0.000
102033  -1.00   2.3649  900    9.145  2.0  1.25000  1.0  0.00200  3.00    0.000
102034  -1.00   2.3716  900    9.028  2.0  1.25000  1.0  0.00200  3.00    0.000
102035  -1.00   2.3650  900    9.378  2.0  1.25000  1.0  0.00200  3.00    0.000
102036  -1.00   2.3717  900    9.260  2.0  1.25000  1.0  0.00200  3.00    0.000
102037  -1.00   2.3652  900    9.611  2.0  1.25000  1.0  0.00200  3.00    0.000
102038  -1.00   2.3718  900    9.492  2.0  1.25000  1.0  0.00200  3.00    0.000
102213  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102214  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102215  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102216  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102039  -1.00   2.3654  900    9.843  2.0  1.25000  1.0  0.00200  3.00    0.000
102040  -1.00   2.3720  900    9.724  2.0  1.25000  1.0  0.00200  3.00    0.000
102041  -1.00   2.3656  900   10.076  2.0  1.25000  1.0  0.00200  3.00    0.000
102042  -1.00   2.3722  900    9.956  2.0  1.25000  1.0  0.00200  3.00    0.000
102043  -1.00   2.3658  900   10.309  2.0  1.25000  1.0  0.00200  3.00    0.000
102044  -1.00   2.3725  900   10.188  2.0  1.25000  1.0  0.00200  3.00    0.000
102045  -1.00   2.3662  900   10.541  2.0  1.25000  1.0  0.00200  3.00    0.000
102217  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102218  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102219  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102220  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102046  -1.00   2.3728  900   10.420  2.0  1.25000  1.0  0.00200  3.00    0.000
102047  -1.00   2.3665  900   10.774  2.0  1.25000  1.0  0.00200  3.00    0.000
102048  -1.00   2.3731  900   10.652  2.0  1.25000  1.0  0.00200  3.00    0.000
102049  -1.00   2.3669  900   11.006  2.0  1.25000  1.0  0.00200  3.00    0.000
102050  -1.00   2.3735  900   10.884  2.0  1.25000  1.0  0.00200  3.00    0.000
102051  -1.00   2.3674  900   11.238  2.0  1.25000  1.0  0.00200  3.00    0.000
102221  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102222  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102223  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102224  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102052  -1.00   2.3739  900   11.115  2.0  1.25000  1.0  0.00200  3.00    0.000
102053  -1.00   2.3678  900   11.470  2.0  1.25000  1.0  0.00200  3.00    0.000
102054  -1.00   2.3743  900   11.346  2.0  1.25000  1.0  0.00200  3.00    0.000
102055  -1.00   2.3684  900   11.703  2.0  1.25000  1.0  0.00200  3.00    0.000
102056  -1.00   2.3748  900   11.578  2.0  1.25000  1.0  0.00200  3.00    0.000
102225  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102226  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102227  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102228  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102057  -1.00   2.3689  900   11.934  2.0  1.25000  1.0  0.00200  3.00    0.000
102058  -1.00   2.3754  900   11.809  2.0  1.25000  1.0  0.00200  3.00    0.000
102059  -1.00   2.3695  900   12.166  2.0  1.25000  1.0  0.00200  3.00    0.000
102060  -1.00   2.3760  900   12.040  2.0  1.25000  1.0  0.00200  3.00    0.000
102229  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102230  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102231  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102232  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102233  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102234  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102235  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102236  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102237  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102238  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102239  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102240  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102241  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102242  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102243  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102244  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102245  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102246  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102247  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102248  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102249  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102250  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102251  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102252  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102253  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102254  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102255  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102256  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102257  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102258  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102259  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102260  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102261  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102262  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102263  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102264  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102265  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102266  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
102267  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103200  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103001  -1.00   2.3690  900    5.498  2.0  1.25000  1.0  0.00200  3.00  -30.000
103002  -1.00   2.3761  900    5.391  2.0  1.25000  1.0  0.00200  3.00  -30.000
103003  -1.00   2.3684  900    5.734  2.0  1.25000  1.0  0.00200  3.00  -30.000
103004  -1.00   2.3755  900    5.625  2.0  1.25000  1.0  0.00200  3.00  -30.000
103005  -1.00   2.3679  900    5.969  2.0  1.25000  1.0  0.00200  3.00  -30.000
103006  -1.00   2.3749  900    5.860  2.0  1.25000  1.0  0.00200  3.00  -30.000
103007  -1.00   2.3674  900    6.205  2.0  1.25000  1.0  0.00200  3.00  -30.000
103008  -1.00   2.3744  900    6.095  2.0  1.25000  1.0  0.00200  3.00  -30.000
103009  -1.00   2.3670  900    6.440  2.0  1.25000  1.0  0.00200  3.00  -30.000
103010  -1.00   2.3740  900    6.329  2.0  1.25000  1.0  0.00200  3.00  -30.000
103011  -1.00   2.3666  900    6.676  2.0  1.25000  1.0  0.00200  3.00  -30.000
103201  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103202  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103203  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103204  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103012  -1.00   2.3735  900    6.563  2.0  1.25000  1.0  0.00200  3.00  -30.000
103013  -1.00   2.3662  900    6.910  2.0  1.25000  1.0  0.00200  3.00  -30.000
103014  -1.00   2.3731  900    6.798  2.0  1.25000  1.0  0.00200  3.00  -30.000
103015  -1.00   2.3659  900    7.146  2.0  1.25000  1.0  0.00200  3.00  -30.000
103016  -1.00   2.3728  900    7.033  2.0  1.25000  1.0  0.00200  3.00  -30.000
103017  -1.00   2.3656  900    7.382  2.0  1.25000  1.0  0.00200  3.00  -30.000
103018  -1.00   2.3725  900    7.269  2.0  1.25000  1.0  0.00200  3.00  -30.000
103019  -1.00   2.3654  900    7.618  2.0  1.25000  1.0  0.00200  3.00  -30.000
103020  -1.00   2.3723  900    7.504  2.0  1.25000  1.0  0.00200  3.00  -30.000
103021  -1.00   2.3652  900    7.854  2.0  1.25000  1.0  0.00200  3.00  -30.000
103205  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103206  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103207  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103208  -1.00   0.9999  900    0.000  2.0  1.25000  1.0  0.00200  3.00    0.000
103022  -1.00   2.3720  900    7.739  2.0  1.25000  1.0  0.00200  3.00  -30.000
103023  -1.00   2.3650  900    8.090  2.0  1.25000  1.0  0.00200  3.00  -30.000
103024  -1.00   2.3719  900    7.974  2.0  1.25000  1.0  0.00200  3.00  -30.000
103025  -1.00   2.3649  900    8.325  2.0  1.25000  1.0  0.00200  3.00  -30.000
103026  -1.00   2.3717  900    8.210  2.0  1.25000  1.0  0.00200  3.00  -30.000
